              0          1           2           3         4          5           6           7  8  9
7756    0.49375   0.263194   0.0078125   0.0152778  0.499609    0.24375  0.00546875      0.0125  1  0
7771   0.442578   0.256944  0.00546875  0.00833333  0.445703   0.252083  0.00546875  0.00972222  0  1
7802   0.592188    0.59375   0.0109375   0.0180556         0          0           0           0  0  1
7819   0.732813   0.490278   0.0171875   0.0305556  0.721875   0.479167   0.0171875   0.0305556  0  0
7828   0.823828   0.757639   0.0164062   0.0291667         0          0           0           0  1  0
7863   0.864062   0.556944    0.015625   0.0333333  0.873828   0.548611   0.0164062   0.0333333  0  1
7872   0.789844   0.372917    0.015625   0.0291667  0.794531      0.375   0.0171875   0.0305556  1  0
7893          0          0           0           0         0          0           0           0  1  0
7915   0.961719   0.532639   0.0234375   0.0319444         0          0           0           0  0  1
7933   0.531641   0.403472   0.0148437   0.0319444  0.529297   0.381944   0.0164062       0.025  1  0
7980          0          0           0           0         0          0           0           0  1  0
7997   0.387891      0.575   0.0117188   0.0222222  0.390234   0.558333   0.0117188   0.0222222  0  1
8073    0.54375   0.420139   0.0078125   0.0152778  0.545313   0.415278   0.0078125   0.0166667  1  0
8089   0.434375   0.317361     0.00625  0.00972222  0.403516    0.16875  0.00390625  0.00972222  0  1
8101   0.402734   0.159028  0.00390625  0.00972222  0.405078   0.168056  0.00390625  0.00833333  1  0
8115   0.464453   0.309722  0.00546875   0.0111111  0.459766   0.297222  0.00703125   0.0138889  0  0
8126          0          0           0           0         0          0           0           0  0  1
8131   0.587109   0.666667  0.00859375   0.0138889  0.578125   0.659028   0.0078125      0.0125  1  0
8152   0.627734   0.291667  0.00390625  0.00833333  0.627344   0.290972   0.0046875  0.00972222  0  1
8170   0.629687    0.19375   0.0046875  0.00694444  0.629297   0.192361  0.00390625  0.00694444  1  0
8359          0          0           0           0         0          0           0           0  1  0
8371   0.655859   0.456944   0.0117188       0.025  0.643359   0.428472   0.0132813   0.0319444  0  1
8381          0          0           0           0         0          0           0           0  1  0
8408   0.419531   0.246528   0.0046875  0.00694444         0          0           0           0  0  1
8416          0          0           0           0         0          0           0           0  1  0
8443   0.403906   0.447917     0.00625   0.0208333  0.403906   0.432639     0.00625   0.0208333  0  0
8449   0.405859   0.631944  0.00546875   0.0277778  0.405859   0.611111  0.00546875   0.0222222  0  1
8458   0.410937   0.634722   0.0078125   0.0138889  0.410937   0.635417   0.0078125      0.0125  1  0
8479   0.571875   0.270833   0.0046875  0.00833333  0.566797   0.268056  0.00390625  0.00833333  0  1
8482   0.576563   0.238889   0.0046875  0.00833333     0.575   0.252778   0.0046875   0.0111111  0  0
8490   0.585938   0.177083    0.003125  0.00694444  0.585547   0.179861  0.00390625  0.00694444  1  0
8513    0.61875   0.570833     0.00625       0.025  0.616016   0.526389  0.00703125   0.0222222  0  1
8524          0          0           0           0  0.635938   0.676389   0.0078125   0.0166667  1  0
8536   0.491406   0.291667     0.00625  0.00833333         0          0           0           0  0  0
8546   0.430469   0.256944   0.0046875  0.00833333  0.436719   0.254861   0.0046875  0.00694444  0  0
8548   0.422656     0.2625   0.0046875  0.00833333  0.428125   0.258333   0.0046875  0.00833333  0  1
8559          0          0           0           0  0.395703   0.170139  0.00390625  0.00694444  1  0
8583          0          0           0           0         0          0           0           0  0  1
8586          0          0           0           0         0          0           0           0  1  0
8612   0.627344   0.202778   0.0046875  0.00833333  0.629687        0.2   0.0046875  0.00833333  0  0
8619          0          0           0           0         0          0           0           0  0  1
8648          0          0           0           0         0          0           0           0  0  1
8681   0.600391   0.372222   0.0617188   0.0416667         0          0           0           0  1  0
8710          0          0           0           0         0          0           0           0  1  0
8720   0.282031   0.283333    0.015625   0.0333333  0.267969   0.335417   0.0171875   0.0319444  0  0
8724   0.266406   0.175694     0.01875   0.0347222  0.278516   0.195833   0.0164062   0.0305556  0  0
8749   0.423438   0.692361       0.025   0.0541667   0.40625   0.595833   0.0234375   0.0472222  0  1
8840          0          0           0           0         0          0           0           0  1  0
8848   0.421484   0.521528  0.00859375   0.0291667  0.434375   0.452083   0.0078125   0.0319444  0  1
8860          0          0           0           0  0.309766   0.676389   0.0132813   0.0277778  1  0
8908          0          0           0           0         0          0           0           0  1  0
8914   0.471094     0.4625   0.0140625   0.0333333         0          0           0           0  0  1
9022          0          0           0           0  0.536719  0.0743056   0.0046875  0.00972222  1  0
9033   0.481641   0.485417  0.00546875   0.0347222         0          0           0           0  0  1
9041   0.433984   0.672917  0.00859375   0.0236111  0.437891   0.656944  0.00859375   0.0222222  1  0
9069   0.532812   0.284722   0.0046875  0.00833333   0.53125   0.284028   0.0046875  0.00694444  0  1
9077          0          0           0           0         0          0           0           0  1  0
9095   0.411328   0.446528   0.0101562   0.0236111  0.416016   0.429861  0.00859375   0.0208333  0  0
9101   0.353125   0.653472    0.009375   0.0263889  0.359375   0.629861   0.0109375   0.0319444  0  1
9109          0          0           0           0         0          0           0           0  1  0
9139   0.514453   0.283333  0.00546875   0.0111111  0.510156   0.282639   0.0046875  0.00694444  0  1
9148          0          0           0           0         0          0           0           0  1  0
9168   0.708594      0.575    0.009375   0.0194444  0.694141   0.533333   0.0117188   0.0222222  0  1
9266   0.496094   0.515972   0.0203125   0.0291667  0.496094   0.515972   0.0203125   0.0291667  1  0
9376          0          0           0           0         0          0           0           0  1  0
9384          0          0           0           0         0          0           0           0  0  1
9432          0          0           0           0         0          0           0           0  0  1
9514          0          0           0           0         0          0           0           0  1  0
9524          0          0           0           0         0          0           0           0  0  1
9533   0.446875   0.656944    0.009375   0.0222222      0.45    0.64375   0.0078125   0.0208333  1  0
9545   0.464063     0.2875   0.0046875   0.0111111  0.463672   0.297222  0.00546875   0.0111111  0  0
9558          0          0           0           0   0.51875   0.829167   0.0078125   0.0111111  0  0
9568   0.479688   0.261111   0.0046875  0.00833333  0.479688   0.259028   0.0046875  0.00972222  0  1
9575          0          0           0           0         0          0           0           0  1  0
9597          0          0           0           0  0.621094   0.519444    0.009375   0.0222222  0  1
9612          0          0           0           0         0          0           0           0  1  0
9619          0          0           0           0  0.700781   0.489583    0.009375   0.0208333  0  0
9639          0          0           0           0  0.579687   0.304167   0.0046875  0.00833333  0  1
9650          0          0           0           0         0          0           0           0  1  0
9686          0          0           0           0         0          0           0           0  0  1
9689   0.412891   0.704167  0.00703125   0.0111111         0          0           0           0  0  0
9695          0          0           0           0  0.391016   0.729167  0.00859375   0.0138889  1  0
9703          0          0           0           0  0.416797   0.423611  0.00546875   0.0166667  0  0
9713   0.436328   0.295139  0.00546875  0.00972222         0          0           0           0  1  0
9738   0.701953   0.688889   0.0117188       0.025  0.685547   0.652778   0.0132813       0.025  0  1
9744   0.769531   0.727083    0.009375      0.0125         0          0           0           0  1  0
9762        0.6   0.268056   0.0046875  0.00833333  0.607031   0.273611   0.0046875  0.00833333  1  0
9780   0.408203   0.519444   0.0101562   0.0166667  0.423828   0.493056   0.0101562   0.0166667  0  1
